País,Región,Provincia,Distrito,Ubigeo,Población
Perú,San Martín,Moyobamba,Moyobamba,220101,90399
Perú,San Martín,Moyobamba,Calzada,220102,4943
Perú,San Martín,Moyobamba,Habana,220103,1645
Perú,San Martín,Moyobamba,Jepelacio,220104,15060
Perú,San Martín,Moyobamba,Soritor,220105,22619
Perú,San Martín,Moyobamba,Yantalo,220106,2955
Perú,San Martín,Bellavista,Bellavista,220201,19763
Perú,San Martín,Bellavista,Alto Biavo,220202,10596
Perú,San Martín,Bellavista,Bajo Biavo,220203,15881
Perú,San Martín,Bellavista,Huallaga,220204,2730
Perú,San Martín,Bellavista,San Pablo,220205,8602
Perú,San Martín,Bellavista,San Rafael,220206,6420
Perú,San Martín,El Dorado,San José De Sisa,220301,18011
Perú,San Martín,El Dorado,Agua Blanca,220302,2328
Perú,San Martín,El Dorado,San Martín,220303,14118
Perú,San Martín,El Dorado,Santa Rosa,220304,7673
Perú,San Martín,El Dorado,Shatoja,220305,3388
Perú,San Martín,Huallaga,Saposoa,220401,15567
Perú,San Martín,Huallaga,Alto Saposoa,220402,6178
Perú,San Martín,Huallaga,El Eslabón,220403,1751
Perú,San Martín,Huallaga,Piscoyacu,220404,5039
Perú,San Martín,Huallaga,Sacanche,220405,2218
Perú,San Martín,Huallaga,Tingo De Saposoa,220406,841
Perú,San Martín,Lamas,Lamas,220501,15985
Perú,San Martín,Lamas,Alonso De Alvarado,220502,14242
Perú,San Martín,Lamas,Barranquita,220503,8109
Perú,San Martín,Lamas,Caynarachi,220504,11718
Perú,San Martín,Lamas,Cuñumbuqui,220505,2689
Perú,San Martín,Lamas,Pinto Recodo,220506,8937
Perú,San Martín,Lamas,Rumisapa,220507,4090
Perú,San Martín,Lamas,San Roque De Cumbaza,220508,1765
Perú,San Martín,Lamas,Shanao,220509,1690
Perú,San Martín,Lamas,Tabalosos,220510,15042
Perú,San Martín,Lamas,Zapatero,220511,6049
Perú,San Martín,Mariscal Cáceres,Juanjuí,220601,36119
Perú,San Martín,Mariscal Cáceres,Campanilla,220602,20526
Perú,San Martín,Mariscal Cáceres,Huicungo,220603,10464
Perú,San Martín,Mariscal Cáceres,Pachiza,220604,7545
Perú,San Martín,Mariscal Cáceres,Pajarillo,220605,6033
Perú,San Martín,Picota,Picota,220701,12294
Perú,San Martín,Picota,Buenos Aires,220702,3001
Perú,San Martín,Picota,Caspisapa,220703,2245
Perú,San Martín,Picota,Pilluana,220704,871
Perú,San Martín,Picota,Pucacaca,220705,3057
Perú,San Martín,Picota,San Cristóbal,220706,1187
Perú,San Martín,Picota,San Hilarión,220707,3602
Perú,San Martín,Picota,Shamboyacu,220708,11286
Perú,San Martín,Picota,Tingo De Ponasa,220709,3819
Perú,San Martín,Picota,Tres Unidos,220710,4110
Perú,San Martín,Rioja,Rioja,220801,27577
Perú,San Martín,Rioja,Awajún,220802,8036
Perú,San Martín,Rioja,Elias Soplín Vargas,220803,24800
Perú,San Martín,Rioja,Nueva Cajamarca,220804,49483
Perú,San Martín,Rioja,Pardo Miguel,220805,17030
Perú,San Martín,Rioja,Posic,220806,2265
Perú,San Martín,Rioja,San Fernando,220807,3633
Perú,San Martín,Rioja,Yorongos,220808,2448
Perú,San Martín,Rioja,Yuracyacu,220809,3662
Perú,San Martín,San Martín,Tarapoto,220901,86442
Perú,San Martín,San Martín,Alberto Leveau,220902,936
Perú,San Martín,San Martín,Cacatachi,220903,3977
Perú,San Martín,San Martín,Chazuta,220904,11077
Perú,San Martín,San Martín,Chipurana,220905,2540
Perú,San Martín,San Martín,El Porvenir,220906,2670
Perú,San Martín,San Martín,Huimbayoc,220907,5836
Perú,San Martín,San Martín,Juan Guerra,220908,4376
Perú,San Martín,San Martín,La Banda De Shilcayo,220909,54896
Perú,San Martín,San Martín,Morales,220910,48825
Perú,San Martín,San Martín,Papaplaya,220911,1924
Perú,San Martín,San Martín,San Antonio,220912,1800
Perú,San Martín,San Martín,Sauce,220913,6162
Perú,San Martín,San Martín,Shapaja,220914,2120
Perú,San Martín,Tocache,Tocache,221001,31412
Perú,San Martín,Tocache,Nuevo Progreso,221002,12965
Perú,San Martín,Tocache,Pólvora,221003,11241
Perú,San Martín,Tocache,Shunte,221004,1447
Perú,San Martín,Tocache,Uchiza,221005,14589
Perú,San Martín,Tocache,Santa Lucía,221006,6154
Perú,Tacna,Tacna,Tacna,230101,107519
Perú,Tacna,Tacna,Alto De La Alianza,230102,33984
Perú,Tacna,Tacna,Calana,230103,3607
Perú,Tacna,Tacna,Ciudad Nueva,230104,31269
Perú,Tacna,Tacna,Inclán,230105,2282
Perú,Tacna,Tacna,Pachia,230106,2328
Perú,Tacna,Tacna,Palca,230107,2540
Perú,Tacna,Tacna,Pocollay,230108,19507
Perú,Tacna,Tacna,Sama,230109,4093
Perú,Tacna,Tacna,Crnel.Gregorio Albarracín Lanchipa,230110,156475
Perú,Tacna,Tacna,La Yarada Los Palos,230111,6922
Perú,Tacna,Candarave,Candarave,230201,2318
Perú,Tacna,Candarave,Cairani,230202,944
Perú,Tacna,Candarave,Camilaca,230203,1052
Perú,Tacna,Candarave,Curibaya,230204,626
Perú,Tacna,Candarave,Huanuara,230205,433
Perú,Tacna,Candarave,Quilahuani,230206,634
Perú,Tacna,Jorge Basadre,Locumba,230301,2875
Perú,Tacna,Jorge Basadre,Ilabaya,230302,7544
Perú,Tacna,Jorge Basadre,Ite,230303,3173
Perú,Tacna,Tarata,Tarata,230401,3563
Perú,Tacna,Tarata,Héroes Albarracín,230402,287
Perú,Tacna,Tarata,Estique,230403,209
Perú,Tacna,Tarata,Estique-Pampa,230404,314
Perú,Tacna,Tarata,Sitajara,230405,327
Perú,Tacna,Tarata,Susapaya,230406,477
Perú,Tacna,Tarata,Tarucachi,230407,300
Perú,Tacna,Tarata,Ticaco,230408,578
Perú,Tumbes,Tumbes,Tumbes,240101,119620
Perú,Tumbes,Tumbes,Corrales,240102,26396
Perú,Tumbes,Tumbes,La Cruz,240103,11251
Perú,Tumbes,Tumbes,Pampas De Hospital,240104,7760
Perú,Tumbes,Tumbes,San Jacinto,240105,9164
Perú,Tumbes,Tumbes,San Juan De La Virgen,240106,5135
Perú,Tumbes,Contralmirante Villar,Zorritos,240201,14875
Perú,Tumbes,Contralmirante Villar,Casitas,240202,2837
Perú,Tumbes,Contralmirante Villar,Canoas De Punta Sal,240203,8815
Perú,Tumbes,Zarumilla,Zarumilla,240301,27829
Perú,Tumbes,Zarumilla,Aguas Verdes,240302,20356
Perú,Tumbes,Zarumilla,Matapalo,240303,5049
Perú,Tumbes,Zarumilla,Papayal,240304,7566
Perú,Ucayali,Coronel Portillo,Callería,250101,183046
Perú,Ucayali,Coronel Portillo,Campoverde,250102,21533
Perú,Ucayali,Coronel Portillo,Iparia,250103,12842
Perú,Ucayali,Coronel Portillo,Masisea,250104,12095
Perú,Ucayali,Coronel Portillo,Yarinacocha,250105,129092
Perú,Ucayali,Coronel Portillo,Nueva Requena,250106,5937
Perú,Ucayali,Coronel Portillo,Manantay,250107,119146
Perú,Ucayali,Atalaya,Raymondi,250201,43398
Perú,Ucayali,Atalaya,Sepahua,250202,8742
Perú,Ucayali,Atalaya,Tahuania,250203,11648
Perú,Ucayali,Atalaya,Yurua,250204,2684
Perú,Ucayali,Padre Abad,Padre Abad,250301,31818
Perú,Ucayali,Padre Abad,Irazola,250302,13480
Perú,Ucayali,Padre Abad,Curimana,250303,11647
Perú,Ucayali,Padre Abad,Neshuya,250304,11944
Perú,Ucayali,Padre Abad,Alexander Von Humboldt,250305,6593
Perú,Ucayali,Padre Abad,Huipoca,250306,4779
Perú,Ucayali,Padre Abad,Boquerón,250307,5615
Perú,Ucayali,Purús,Purús,250401,3240
